,year,month,intent,police,sex,age,race,other,place,education
2588,2012,1,Homicide,1,M,22,Black,210,NA,Less than Matric
2589,2012,1,Homicide,0,M,2,Black,210,Home,Less than Matric
2590,2012,1,Homicide,0,F,44,Coloured,100,Trade/service area,Matric
2591,2012,1,Homicide,0,M,29,Black,210,Street,Some college
2592,2012,1,Suicide,0,M,73,White,100,Home,Matric
2593,2012,1,Homicide,0,M,31,Black,100,Other unspecified,Matric
2594,2012,1,Suicide,0,M,55,White,100,Home,Matric
2595,2012,1,Suicide,0,M,86,White,100,Home,Matric
2596,2012,1,Homicide,0,M,23,Black,210,Street,Some college
2597,2012,1,Suicide,0,M,20,Coloured,100,Other specified,Matric
2598,2012,1,Homicide,0,M,29,Black,210,Home,Matric
2599,2012,1,Homicide,0,M,20,Coloured,100,Other unspecified,Less than Matric
2600,2012,1,Homicide,0,M,30,Black,210,Other specified,Less than Matric
2601,2012,1,Homicide,0,M,24,Black,210,Street,Less than Matric
2602,2012,1,Homicide,0,M,24,Black,210,Other specified,Some college
2603,2012,1,Suicide,0,M,52,Black,100,Other specified,BA+
2604,2012,1,Homicide,1,M,47,White,100,Other specified,Matric
2605,2012,1,Suicide,0,M,60,White,100,Home,Some college
2606,2012,1,Suicide,0,M,19,White,100,Sports,Some college
2607,2012,2,Suicide,0,M,87,Coloured,100,Home,Matric
2608,2012,1,Homicide,0,M,22,Black,100,Street,Matric
2609,2012,1,Suicide,0,M,54,Black,100,Home,Some college
2610,2012,1,Suicide,0,M,18,White,100,Home,Less than Matric
2611,2012,2,Homicide,0,M,64,White,100,Home,Less than Matric
2612,2012,1,Homicide,0,M,19,Black,100,Other specified,Matric
2613,2012,1,Homicide,0,M,23,Black,210,Street,Matric
2614,2012,2,Suicide,0,M,75,Black,100,Home,Some college
2615,2012,1,Homicide,0,M,41,Black,210,Street,Matric
2616,2012,2,Homicide,0,M,19,Black,210,Other specified,Less than Matric
2617,2012,1,Suicide,0,F,56,White,100,Home,Some college
2618,2012,1,Homicide,0,M,19,Black,100,Street,Less than Matric
2619,2012,1,Homicide,0,M,35,Black,100,Home,Less than Matric
2620,2012,1,Homicide,0,M,27,Black,210,Street,Less than Matric
2621,2012,1,Homicide,0,F,31,Black,100,Home,Matric
2622,2012,1,Suicide,0,M,54,Black,100,Home,BA+
2623,2012,2,Homicide,0,M,28,Black,210,Other specified,Matric
2624,2012,1,Suicide,0,M,50,White,100,Home,Matric
2625,2012,1,Homicide,0,M,36,Black,210,Street,Matric
2626,2012,1,Suicide,0,M,55,White,100,Home,Matric
2627,2012,1,Suicide,0,F,54,White,100,Residential institution,BA+
2628,2012,2,Homicide,0,M,23,Black,210,Street,Some college
2629,2012,1,Suicide,0,M,84,White,100,Home,Less than Matric
2630,2012,2,Suicide,0,F,88,White,100,Home,Matric
2631,2012,2,Suicide,0,M,73,White,100,Home,BA+
2632,2012,2,Homicide,0,M,24,Black,100,Street,Matric
2633,2012,2,Suicide,0,M,63,White,100,Home,BA+
2634,2012,1,Homicide,0,M,26,Black,100,Other specified,Less than Matric
2635,2012,2,Suicide,0,M,72,White,100,Home,Some college
2636,2012,2,Homicide,0,M,20,Black,210,Home,Less than Matric
2637,2012,1,Suicide,0,M,64,White,100,Home,Some college
2638,2012,2,Suicide,0,F,47,White,100,Home,Some college
2639,2012,2,Homicide,0,M,20,Black,210,Home,Less than Matric
2640,2012,1,Suicide,0,M,19,Black,210,Home,Matric
2641,2012,2,Suicide,0,M,63,White,100,Home,BA+
2642,2012,2,Suicide,0,M,84,White,100,Home,Less than Matric
2643,2012,2,Suicide,0,M,51,Black,210,Home,Less than Matric
2644,2012,2,Homicide,0,M,18,Black,210,Street,Less than Matric
2645,2012,2,Homicide,0,F,20,Black,210,Other specified,Less than Matric
2646,2012,2,Suicide,0,M,24,Black,100,Home,Some college
2647,2012,2,Accidental,0,M,16,Black,210,Home,Less than Matric
2648,2012,2,Suicide,0,M,17,White,100,Home,Less than Matric
2649,2012,1,Homicide,0,M,38,Black,100,Other specified,Matric
2650,2012,2,Suicide,0,M,55,White,100,Home,Matric
2651,2012,2,Homicide,0,M,21,Black,210,Street,Matric
2652,2012,1,Suicide,0,M,75,White,100,Home,Less than Matric
2653,2012,2,Suicide,0,M,52,White,100,Home,Less than Matric
2654,2012,2,Suicide,0,M,73,White,100,Home,BA+
2655,2012,2,Suicide,0,M,34,White,100,Home,Matric
2656,2012,2,Suicide,0,M,75,White,100,Home,Less than Matric
2657,2012,2,Homicide,0,F,18,Black,100,Home,Less than Matric
2658,2012,1,Homicide,0,M,30,Black,210,Home,Less than Matric
2659,2012,1,Homicide,0,F,24,Black,100,Street,Some college
2660,2012,2,Homicide,0,M,21,Black,210,Home,Matric
2661,2012,1,Homicide,0,M,41,Black,210,Other specified,Matric
2662,2012,2,Suicide,0,M,28,Black,210,Home,Matric
2663,2012,1,Homicide,0,M,15,Black,210,Street,Less than Matric
2664,2012,2,Suicide,0,M,60,White,100,Home,Some college
2665,2012,2,Suicide,0,M,76,White,100,Home,BA+
2666,2012,1,Homicide,0,M,54,Black,282,Other specified,Some college
2667,2012,2,Homicide,0,M,18,White,100,Street,Less than Matric
2668,2012,2,Suicide,0,M,25,White,100,Home,Less than Matric
2669,2012,2,Homicide,0,M,18,Black,210,Home,Less than Matric
2670,2012,2,Suicide,0,M,85,White,100,Home,Matric
2671,2012,1,Suicide,0,M,38,Black,210,Other specified,Less than Matric
2672,2012,2,Suicide,0,M,83,White,100,Home,Matric
2673,2012,2,Suicide,0,M,65,White,100,Other specified,BA+
2674,2012,2,Homicide,0,M,24,Black,100,Street,Less than Matric
2675,2012,2,Suicide,0,F,49,Black,275,Home,Some college
2676,2012,2,Homicide,0,M,32,Black,100,Street,Matric
2677,2012,2,Homicide,0,M,23,Black,210,Home,Matric
2678,2012,2,Homicide,0,M,20,Black,210,Street,Matric
2679,2012,2,Homicide,0,M,20,Black,100,Street,Less than Matric
2680,2012,2,Suicide,0,M,57,White,100,Home,BA+
2681,2012,2,Suicide,0,M,40,Black,100,Home,Matric
2682,2012,2,Homicide,0,M,30,Black,100,Street,Less than Matric
2683,2012,2,Homicide,0,M,28,Black,100,Street,Matric
2684,2012,2,Suicide,0,F,79,White,100,Home,Matric
2685,2012,2,Homicide,1,M,29,White,100,NA,Less than Matric
2686,2012,2,Suicide,0,M,22,Black,210,Home,Matric
2687,2012,2,Suicide,0,F,26,White,100,Other specified,BA+
2688,2012,2,Homicide,0,M,17,Black,210,Street,Matric
2689,2012,2,Suicide,0,M,22,Black,282,Other specified,Some college
2690,2012,2,Homicide,0,M,48,Black,100,Street,Matric
2691,2012,2,Homicide,0,M,20,Coloured,100,Trade/service area,Less than Matric
2692,2012,2,Homicide,0,M,17,Black,100,Home,Less than Matric
2693,2012,2,Suicide,0,M,75,White,100,Other specified,Some college
2694,2012,2,Suicide,0,M,60,White,100,Trade/service area,BA+
2695,2012,2,Suicide,0,M,57,Coloured,100,Home,Some college
2696,2012,2,Suicide,0,M,28,White,100,Home,Some college
2697,2012,2,Suicide,0,M,63,White,100,Home,Some college
2698,2012,2,Homicide,0,M,27,Coloured,100,Street,Matric
2699,2012,2,Suicide,0,M,84,White,100,Home,BA+
2700,2012,2,Homicide,0,M,15,Black,210,Street,Less than Matric
2701,2012,2,Homicide,0,M,26,Black,210,Home,Matric
2702,2012,2,Suicide,0,M,63,White,100,Home,Matric
2703,2012,1,Homicide,0,M,27,Black,100,Street,Matric
2704,2012,2,Homicide,1,M,31,Black,100,NA,Matric
2705,2012,2,Homicide,0,M,25,Black,100,Street,Less than Matric
2706,2012,2,Homicide,0,M,24,Black,210,Other specified,Less than Matric
2707,2012,2,Suicide,0,M,64,White,100,Home,Some college
2708,2012,2,Suicide,0,M,33,Black,210,Home,Some college
2709,2012,2,Homicide,0,F,58,White,100,Home,Matric
2710,2012,2,Suicide,0,M,56,White,100,Home,Matric
2711,2012,2,Homicide,0,F,32,Black,100,Other specified,Some college
2712,2012,2,Homicide,0,F,30,White,100,Other specified,BA+
2713,2012,2,Suicide,0,M,77,White,100,Home,Some college
2714,2012,2,Suicide,0,M,42,Black,210,Home,Less than Matric
2715,2012,2,Suicide,0,M,36,White,100,Home,Some college
2716,2012,2,Accidental,0,M,50,White,100,Home,Matric
2717,2012,2,Homicide,0,F,53,White,100,Home,Matric
2718,2012,2,Homicide,0,M,27,Black,210,Home,Less than Matric
2719,2012,2,Suicide,0,M,22,Black,100,Home,Some college
2720,2012,2,Suicide,0,M,36,Black,210,Other specified,Less than Matric
2721,2012,2,Homicide,0,M,53,White,100,Other unspecified,Some college
2722,2012,2,Homicide,0,M,56,Black,100,Other specified,Some college
2723,2012,2,Suicide,0,M,66,White,100,Other specified,Matric
2724,2012,2,Homicide,0,M,18,Black,100,Home,Less than Matric
2725,2012,2,Homicide,0,M,49,White,100,Home,Some college
2726,2012,2,Homicide,0,M,21,Black,100,Home,Matric
2727,2012,2,Homicide,1,M,53,White,100,NA,Matric
2728,2012,2,Suicide,0,M,53,White,100,Home,Some college
2729,2012,2,Suicide,0,M,76,White,100,Home,BA+
2730,2012,2,Suicide,0,M,27,White,100,Home,Some college
2731,2012,2,Suicide,0,M,34,Black,100,Other unspecified,Matric
2732,2012,2,Suicide,0,M,30,Black,210,Residential institution,Some college
2733,2012,2,Suicide,0,M,85,White,100,Other specified,Some college
2734,2012,2,Homicide,0,M,32,Black,210,Street,Matric
2735,2012,1,Suicide,0,M,64,White,100,Home,BA+
2736,2012,2,Homicide,0,M,35,Black,100,Street,Matric
2737,2012,2,Homicide,0,M,23,Black,100,Street,Less than Matric
2738,2012,1,Suicide,0,M,26,Coloured,100,Home,Some college
2739,2012,2,Suicide,0,M,67,White,100,Other specified,BA+
2740,2012,2,Homicide,0,M,21,Black,210,Street,Matric
2741,2012,2,Homicide,0,M,38,Black,210,Street,Less than Matric
2742,2012,2,Suicide,0,M,49,White,100,Home,Matric
2743,2012,2,Suicide,0,M,70,White,100,Home,Matric
2744,2012,2,Suicide,0,M,21,Black,210,Home,Matric
2745,2012,2,Homicide,0,M,21,White,100,Home,Some college
2746,2012,2,Suicide,0,F,37,Coloured,100,Home,Some college
2747,2012,2,Suicide,0,M,51,White,100,Other unspecified,Matric
2748,2012,2,Suicide,0,M,87,White,100,Home,BA+
2749,2012,2,Suicide,0,M,89,White,100,Home,BA+
2750,2012,2,Homicide,0,M,19,Black,210,Street,Less than Matric
2751,2012,2,Suicide,0,M,48,Coloured,100,Home,Matric
2752,2012,2,Suicide,0,M,58,White,100,Home,BA+
2753,2012,2,Suicide,0,M,56,White,100,Home,BA+
2754,2012,2,Homicide,0,M,47,Black,100,Street,Matric
2755,2012,2,Suicide,0,M,33,White,100,Home,Matric
2756,2012,2,Suicide,0,F,61,White,100,Home,Some college
2757,2012,2,Homicide,0,M,30,Black,100,Street,Some college
2758,2012,2,Homicide,0,M,22,Black,100,Street,Less than Matric
2759,2012,2,Homicide,0,M,17,Black,100,Street,Less than Matric
2760,2012,2,Suicide,0,M,28,Black,210,Home,Less than Matric
2761,2012,2,Suicide,0,F,69,White,100,Home,BA+
2762,2012,2,Suicide,0,M,64,White,100,Home,BA+
2763,2012,2,Homicide,0,M,27,White,100,Home,Matric
2764,2012,2,Homicide,0,M,21,Black,210,Street,Less than Matric
2765,2012,2,Suicide,0,M,54,White,100,Home,Matric
2766,2012,2,Suicide,0,M,58,White,100,Home,Matric
2767,2012,2,Homicide,0,M,37,Black,100,Other specified,NA
2768,2012,2,Homicide,1,M,38,White,100,NA,Some college
2769,2012,2,Suicide,0,M,54,Coloured,100,Home,BA+
2770,2012,2,Suicide,0,M,39,Black,100,Street,BA+
2771,2012,2,Suicide,0,M,17,White,100,Home,Less than Matric
2772,2012,2,Homicide,0,F,80,White,100,Home,BA+
2773,2012,2,Suicide,0,M,33,White,100,Home,Some college
2774,2012,2,Suicide,0,M,81,White,100,Other specified,BA+
2775,2012,2,Suicide,0,M,22,White,100,Home,Less than Matric
2776,2012,2,Homicide,0,M,26,Black,100,Street,Some college
2777,2012,2,Homicide,0,F,60,White,100,Other specified,Matric
2778,2012,2,Homicide,0,M,62,White,100,Other specified,BA+
2779,2012,2,Suicide,0,M,73,White,100,Other specified,Some college
2780,2012,2,Suicide,0,M,31,White,100,Other unspecified,BA+
2781,2012,2,Suicide,0,M,56,White,100,Home,Some college
2782,2012,2,Suicide,0,M,61,Black,210,Home,Matric
2783,2012,2,Homicide,0,M,44,Black,100,Home,Some college
2784,2012,2,Homicide,1,M,22,White,100,NA,Matric
2785,2012,2,Homicide,0,M,18,Black,210,Street,Matric
2786,2012,2,Homicide,0,F,45,White,100,Home,Some college
2787,2012,1,Suicide,0,M,31,White,100,Trade/service area,BA+
2788,2012,2,Homicide,0,M,30,Black,210,Street,Matric
2789,2012,2,Homicide,0,M,25,Black,226,Other specified,Some college
2790,2012,2,Suicide,0,M,67,White,100,Home,Matric
2791,2012,2,Suicide,0,M,56,White,100,Other specified,Some college
2792,2012,2,Homicide,0,M,22,Coloured,100,Other specified,Matric
2793,2012,2,Suicide,0,M,88,White,100,Home,Less than Matric
2794,2012,2,Suicide,0,M,80,White,100,Home,Matric
2795,2012,1,Suicide,0,M,43,White,100,Other specified,Matric
2796,2012,2,Suicide,0,M,68,Black,222,Home,BA+
2797,2012,2,Suicide,0,M,40,White,100,Other specified,BA+
2798,2012,2,Homicide,1,M,45,Black,210,NA,BA+
2799,2012,2,Homicide,0,M,47,Black,210,Home,Matric
2800,2012,2,Suicide,0,M,28,White,100,Home,Some college
2801,2012,2,Suicide,0,M,43,White,100,Home,BA+
2802,2012,2,Homicide,1,M,20,Coloured,100,NA,Some college
2803,2012,2,Suicide,0,F,54,White,100,Home,Some college
2804,2012,2,Suicide,0,M,81,White,100,Home,Matric
2805,2012,2,Homicide,0,M,18,Black,100,Street,Less than Matric
2806,2012,2,Suicide,0,M,68,White,100,Home,Matric
2807,2012,2,Homicide,0,F,16,Black,210,Street,Less than Matric
2808,2012,2,Homicide,0,M,20,Black,210,Street,Less than Matric
2809,2012,2,Suicide,0,M,80,White,100,Home,BA+
2810,2012,2,Homicide,0,M,19,Black,210,Street,Less than Matric
2811,2012,2,Suicide,0,F,80,White,100,School/instiution,BA+
2812,2012,2,Homicide,0,M,16,Black,210,Street,Less than Matric
2813,2012,2,Suicide,0,M,61,White,100,Other specified,Matric
2814,2012,2,Suicide,0,M,82,White,100,Home,BA+
2815,2012,2,Homicide,0,M,14,Black,100,Home,Less than Matric
2816,2012,2,Homicide,0,M,33,Black,210,Other specified,Matric
2817,2012,2,Homicide,0,M,15,Black,100,Other specified,Less than Matric
2818,2012,2,Suicide,0,M,68,White,100,Home,Some college
2819,2012,2,Suicide,0,M,72,White,100,Home,BA+
2820,2012,2,Suicide,0,M,69,Black,100,Other specified,Some college
2821,2012,2,Suicide,0,M,55,White,100,Farm,Some college
2822,2012,3,Suicide,0,M,94,White,100,Home,Matric
2823,2012,2,Homicide,0,M,23,Black,210,Home,Less than Matric
2824,2012,3,Suicide,0,M,83,White,100,Other specified,Matric
2825,2012,2,Suicide,0,M,67,Black,100,Home,Matric
2826,2012,2,Homicide,0,M,41,Black,250,Other specified,Less than Matric
2827,2012,2,Homicide,0,M,44,Black,100,Street,Matric
2828,2012,2,Homicide,0,M,14,Black,210,Home,Less than Matric
2829,2012,2,Homicide,0,M,30,Black,100,Other specified,Less than Matric
2830,2012,3,Suicide,0,M,55,White,100,Other unspecified,Some college
2831,2012,2,Suicide,0,M,75,Black,270,Home,BA+
2832,2012,3,Suicide,0,M,51,White,100,Home,Some college
2833,2012,2,Homicide,0,M,19,Black,210,Street,Matric
2834,2012,2,Suicide,0,M,58,Black,210,Home,Some college
2835,2012,2,Suicide,0,M,24,Black,210,Home,Less than Matric
2836,2012,3,Suicide,0,M,64,White,100,Home,Matric
2837,2012,2,Homicide,0,M,18,Black,100,Street,Less than Matric
2838,2012,3,Suicide,0,M,50,White,100,Home,Some college
2839,2012,3,Suicide,0,M,59,White,100,Trade/service area,BA+
2840,2012,3,Homicide,0,M,71,Black,210,Home,Less than Matric
2841,2012,3,Homicide,0,F,19,Coloured,100,Home,Matric
2842,2012,3,Suicide,0,M,42,White,100,Other specified,Some college
2843,2012,3,Homicide,0,M,36,Black,210,Other unspecified,Less than Matric
2844,2012,2,Suicide,0,M,64,White,100,Home,Matric
2845,2012,3,Suicide,0,M,62,White,100,Home,Matric
2846,2012,3,Homicide,0,M,19,Black,100,Other specified,Matric
2847,2012,3,Suicide,0,F,36,White,100,Home,BA+
2848,2012,3,Suicide,0,M,55,White,100,Home,Some college
2849,2012,2,Homicide,0,M,18,Black,210,Street,Less than Matric
2850,2012,2,Homicide,0,M,19,Black,210,Home,Less than Matric
2851,2012,2,Homicide,0,M,39,Black,210,Home,Less than Matric
2852,2012,3,Homicide,1,M,27,Black,210,NA,Matric
2853,2012,3,Homicide,0,M,51,Black,100,Street,Matric
2854,2012,2,Suicide,0,M,56,Black,222,Home,BA+
2855,2012,3,Suicide,0,M,26,White,100,Home,Some college
2856,2012,2,Homicide,0,M,31,Black,100,Street,Less than Matric
2857,2012,3,Homicide,0,M,25,Black,210,Street,BA+
2858,2012,2,Homicide,0,M,28,White,100,Other unspecified,Matric
2859,2012,3,Suicide,0,M,26,Black,210,Home,Some college
2860,2012,3,Suicide,0,M,57,White,100,Home,Less than Matric
2861,2012,3,Suicide,0,M,83,White,100,Home,BA+
2862,2012,2,Suicide,0,M,50,White,100,Other specified,Some college
2863,2012,3,Homicide,0,M,34,Black,100,Street,Less than Matric
2864,2012,3,Homicide,0,M,18,Black,250,Street,Less than Matric
2865,2012,3,Suicide,0,M,83,White,100,Home,Some college
2866,2012,3,Suicide,0,M,29,White,100,Home,Matric
2867,2012,3,Suicide,0,M,37,White,100,Home,Some college
2868,2012,2,Suicide,0,M,16,White,100,Home,Less than Matric
2869,2012,3,Suicide,0,M,58,White,100,Other specified,Matric
2870,2012,3,Homicide,0,M,28,Black,210,Street,Matric
2871,2012,3,Homicide,0,M,31,Black,100,Home,Some college
2872,2012,3,Homicide,0,M,23,Black,222,Street,Less than Matric
2873,2012,3,Homicide,0,F,25,Coloured,100,Home,Some college
2874,2012,2,Suicide,0,M,85,Black,210,Home,Matric
2875,2012,3,Suicide,0,M,66,White,100,Home,BA+
2876,2012,3,Suicide,0,M,59,White,100,Home,Some college
2877,2012,3,Suicide,0,M,49,White,100,Home,Matric
2878,2012,3,Suicide,0,M,85,White,100,Home,Some college
2879,2012,3,Homicide,0,M,28,Black,210,Other unspecified,Less than Matric
2880,2012,2,Homicide,1,M,23,Black,100,NA,Matric
2881,2012,3,Homicide,0,M,22,Black,210,Home,Matric
2882,2012,3,Suicide,0,M,51,White,100,Home,Matric
2883,2012,3,Suicide,0,M,52,White,100,Street,Some college
2884,2012,3,Homicide,0,M,23,Black,100,Other specified,Less than Matric
2885,2012,3,Suicide,0,M,43,White,100,Other specified,Matric
2886,2012,3,Homicide,0,M,23,White,100,Street,Less than Matric
2887,2012,3,Homicide,1,M,21,Black,210,NA,Less than Matric
2888,2012,3,Homicide,1,M,25,Black,100,NA,Less than Matric
2889,2012,3,Homicide,0,M,32,White,100,Trade/service area,Some college
2890,2012,3,Homicide,1,M,24,Black,210,NA,Less than Matric
2891,2012,3,Homicide,1,M,51,Black,282,NA,Matric
2892,2012,3,Homicide,0,M,27,Black,100,Home,Less than Matric
2893,2012,3,Homicide,0,F,18,Black,210,Home,Matric
2894,2012,3,Homicide,0,M,39,Black,250,Other unspecified,Matric
2895,2012,3,Suicide,0,M,73,White,100,Home,BA+
2896,2012,3,Homicide,0,M,22,White,100,Home,Matric
2897,2012,3,Suicide,0,F,53,White,100,Home,BA+
2898,2012,2,Suicide,0,M,56,White,100,Other unspecified,Some college
2899,2012,3,Homicide,0,M,38,Black,100,Other unspecified,BA+
2900,2012,1,Homicide,0,M,62,Coloured,100,Other specified,Less than Matric
2901,2012,3,Homicide,0,M,16,White,100,Home,Less than Matric
2902,2012,3,Homicide,0,M,17,Black,100,Home,Less than Matric
2903,2012,3,Suicide,0,M,53,White,100,Home,Some college
2904,2012,3,Homicide,0,M,29,Black,210,Street,Less than Matric
2905,2012,3,Suicide,0,M,58,White,100,Home,BA+
2906,2012,3,Suicide,0,M,77,White,100,Trade/service area,Some college
2907,2012,3,Homicide,0,M,17,Black,210,Home,Less than Matric
2908,2012,1,Suicide,0,M,34,White,100,Other specified,Matric
2909,2012,3,Homicide,0,M,15,Black,210,Street,Less than Matric
2910,2012,3,Suicide,0,M,31,White,100,Home,Some college
2911,2012,3,Suicide,0,M,83,White,100,Other specified,BA+
2912,2012,3,Homicide,0,M,32,White,100,Other specified,Less than Matric
2913,2012,3,Suicide,0,M,19,White,100,Home,Matric
2914,2012,3,Suicide,0,M,57,White,100,Street,Matric
2915,2012,3,Homicide,0,M,31,Black,210,Other specified,Some college
2916,2012,3,Homicide,0,M,47,Black,100,Other specified,Matric
2917,2012,3,Suicide,0,M,35,White,100,Home,BA+
2918,2012,3,Suicide,0,M,27,White,100,Home,Less than Matric
2919,2012,3,Homicide,0,M,26,Black,210,Street,Matric
2920,2012,3,Suicide,0,M,78,White,100,Home,Matric
2921,2012,3,Homicide,0,M,27,Black,222,Other specified,Less than Matric
2922,2012,3,Suicide,0,M,48,Black,210,Home,Less than Matric
2923,2012,3,Suicide,0,M,77,Coloured,100,Home,BA+
2924,2012,3,Suicide,0,M,86,White,100,Home,Matric
2925,2012,3,Homicide,0,M,27,White,100,Street,Less than Matric
2926,2012,3,Suicide,0,M,50,White,100,Home,Some college
2927,2012,3,Homicide,0,M,22,White,100,Home,Less than Matric
2928,2012,3,Suicide,0,M,37,White,100,Home,BA+
2929,2012,3,Suicide,0,M,58,White,100,Home,BA+
2930,2012,3,Suicide,0,M,25,White,100,Home,Matric
2931,2012,3,Suicide,0,M,57,White,100,Home,BA+
2932,2012,3,Homicide,1,M,22,Black,210,NA,Some college
2933,2012,3,Homicide,1,M,18,Black,260,NA,Matric
2934,2012,3,Suicide,0,M,83,White,100,Home,Matric
2935,2012,3,Suicide,0,F,28,White,100,Home,Some college
2936,2012,3,Suicide,0,M,82,White,100,Home,Matric
2937,2012,3,Homicide,0,M,18,Black,100,Street,Less than Matric
2938,2012,3,Homicide,0,M,24,White,100,Street,Less than Matric
2939,2012,3,Suicide,0,M,64,White,100,Home,BA+
2940,2012,3,Homicide,1,M,27,Black,210,NA,Matric
2941,2012,3,Homicide,0,M,22,Black,210,Street,Less than Matric
2942,2012,3,Homicide,0,M,23,Black,210,Home,Some college
2943,2012,3,Suicide,0,M,92,White,100,Other unspecified,Less than Matric
2944,2012,3,Homicide,0,M,26,Black,100,Home,Matric
2945,2012,3,Suicide,0,M,86,White,100,Home,Some college
2946,2012,3,Homicide,0,M,18,Black,100,Other specified,Matric
2947,2012,3,Homicide,0,M,21,Black,260,Street,Less than Matric
2948,2012,3,Suicide,0,M,48,White,100,Home,Some college
2949,2012,3,Suicide,0,M,70,White,100,Home,Some college
2950,2012,3,Homicide,0,M,26,White,100,Other specified,Matric
2951,2012,3,Suicide,0,M,43,White,100,Home,Matric
2952,2012,3,Homicide,0,F,39,Coloured,100,Trade/service area,Matric
2953,2012,3,Suicide,0,M,64,White,100,Trade/service area,Matric
2954,2012,3,Suicide,0,M,33,White,100,Home,Matric
2955,2012,3,Homicide,0,M,16,Black,210,Other specified,Less than Matric
2956,2012,3,Homicide,0,F,54,White,100,Home,BA+
2957,2012,3,Homicide,0,M,26,Black,210,Street,Matric
2958,2012,3,Homicide,0,M,20,Black,210,Other specified,Less than Matric
2959,2012,3,Suicide,0,F,38,White,100,Home,BA+
2960,2012,3,Suicide,0,M,58,White,100,Street,Matric
2961,2012,3,Accidental,0,M,29,White,100,Home,Matric
2962,2012,3,Suicide,0,M,20,Coloured,100,Home,Matric
2963,2012,3,Homicide,0,F,78,Coloured,100,Home,Matric
2964,2012,3,Suicide,0,M,79,Coloured,100,Home,Matric
2965,2012,3,Homicide,0,M,19,Black,100,Street,Matric
2966,2012,3,Homicide,0,M,34,Black,210,Other specified,Less than Matric
2967,2012,3,Homicide,0,M,25,Black,100,Street,Some college
2968,2012,3,Suicide,0,M,22,Black,210,Home,Matric
2969,2012,3,Suicide,0,M,51,White,100,Other specified,BA+
2970,2012,3,Homicide,0,M,30,Black,100,Trade/service area,Matric
2971,2012,3,Homicide,0,M,20,Black,210,Other unspecified,Less than Matric
2972,2012,2,Homicide,0,M,68,White,100,Home,Matric
2973,2012,3,Homicide,0,M,21,White,100,Street,Less than Matric
2974,2012,3,Homicide,0,F,28,Black,100,Home,Some college
2975,2012,3,Suicide,0,M,72,White,100,Home,Matric
2976,2012,3,Homicide,0,M,21,Black,100,Home,Matric
2977,2012,3,Suicide,0,M,46,White,100,Home,Matric
2978,2012,3,Suicide,0,M,76,White,100,Other specified,Some college
2979,2012,3,Suicide,0,M,84,White,100,Home,Less than Matric
2980,2012,3,Suicide,0,M,16,White,100,Home,Less than Matric
2981,2012,3,Suicide,0,M,47,White,100,Home,Matric
2982,2012,3,Homicide,0,M,18,Black,100,Other unspecified,Less than Matric
2983,2012,3,Homicide,0,M,59,White,100,Home,BA+
2984,2012,3,Suicide,0,M,47,Coloured,100,Home,BA+
2985,2012,3,Suicide,0,M,71,White,100,Home,BA+
2986,2012,3,Suicide,0,M,62,White,100,Home,Matric
2987,2012,3,Homicide,0,M,47,Black,270,Street,Less than Matric
2988,2012,3,Homicide,0,F,16,Black,210,Other unspecified,Less than Matric
2989,2012,3,Suicide,0,M,17,White,100,Home,Less than Matric
2990,2012,3,Suicide,0,M,27,Black,210,Home,Some college
2991,2012,3,Homicide,0,M,24,Black,210,Street,Matric
2992,2012,3,Homicide,0,M,30,White,100,Street,Some college
2993,2012,3,Suicide,0,M,28,Black,100,Other unspecified,Matric
2994,2012,3,Suicide,0,M,61,White,100,Home,BA+
2995,2012,3,Suicide,0,M,54,White,100,Home,Matric
2996,2012,3,Suicide,0,M,83,White,100,Home,Matric
2997,2012,3,Suicide,0,F,60,White,100,Home,Some college
2998,2012,3,Homicide,1,M,42,Black,210,NA,Less than Matric
2999,2012,3,Homicide,1,M,26,White,100,NA,Matric
3000,2012,3,Suicide,0,M,67,Black,100,Home,Some college
3001,2012,3,Homicide,0,F,16,White,100,Home,Less than Matric
3002,2012,3,Suicide,0,M,41,White,100,Home,BA+
3003,2012,3,Suicide,0,M,47,White,100,Home,Less than Matric
3004,2012,3,Homicide,0,F,11,Black,210,Home,Less than Matric
3005,2012,3,Homicide,0,F,42,Coloured,100,Home,BA+
3006,2012,3,Suicide,0,M,66,White,100,Other specified,BA+
3007,2012,3,Suicide,0,M,59,White,100,Home,BA+
3008,2012,3,Homicide,0,F,52,Black,210,Other unspecified,Less than Matric
3009,2012,3,Suicide,0,M,29,White,100,Other unspecified,Matric
3010,2012,3,Undetermined,0,M,29,White,100,Home,Some college
3011,2012,3,Suicide,0,M,43,Black,234,Home,Matric
3012,2012,3,Homicide,0,M,15,Black,210,Street,Less than Matric
3013,2012,3,Accidental,0,M,26,Black,210,Street,Less than Matric
3014,2012,3,Suicide,0,M,46,White,100,Home,Matric
3015,2012,3,Accidental,0,M,21,Black,282,Home,Some college
3016,2012,3,Homicide,0,M,28,Coloured,100,Other specified,Less than Matric
3017,2012,3,Suicide,0,M,26,White,100,Street,Some college
3018,2012,3,Homicide,1,M,33,Black,231,NA,Matric
3019,2012,3,Suicide,0,M,75,White,100,Home,Some college
3020,2012,3,Suicide,0,M,74,White,100,Other specified,Some college
3021,2012,3,Suicide,0,M,49,White,100,Other specified,Some college
3022,2012,3,Suicide,0,M,27,Black,210,Home,Matric
3023,2012,3,Suicide,0,M,38,White,100,Home,Some college
